Serie;Codigo_municipio;Nombre;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;poblacion_0a4;poblacion_5a9;poblacion_10a14;poblacion_15a19;poblacion_20a24;poblacion_25a29;poblacion_30a34;poblacion_35a39;poblacion_40a44;poblacion_45a49;poblacion_50a54;poblacion_55a59;poblacion_60a64;poblacion_65a69;poblacion_70a74;poblacion_75a79;poblacion_80a84;poblacion_85a89;poblacion_90a94;poblacion_95a99;poblacion_100;poblacion_censada;contratos_primario_indefinidos;contratos_primario_temp;contratos_primario_total;contratos_secundario_indefinidos;contratos_secundario_temp;contratos_secundario_total;contratos_indefinidos;contratos_terciario_indefinidos;contratos_terciario_temp;contratos_terciario_total;contratos_temp;contratos_porcentaje_indefinidos;contratos_porcentaje_temp;contratos_total_registrados;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;distancia_capital;ocupados_primario;ocupados_secundario;ocupados_terciario;ocupados_total;num_explotaciones_agricolas_total;num_explotaciones_agricolas_huertos_consumo_propio;num_explotaciones_agricolas_tierra_pastos;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_explotaciones_agricolas_tierra_pastos;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_25_44;paro_mayores_25;paro_mayores_45;paro_menores_25;paro_100_habitantes;paro_registrado_total;porcentaje_paro_mayores_25;porcentaje_paro_menores_25;variacion_paro_registrado;paro_primario;paro_secundario;paro_terciario;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;cluster_demografico;cluster_sector;poblacion_activa;ratio_contratos_por_poblacion;ratio_contratos_por_up;ratio_paro_por_poblacion_activa;ratio_paro_por_contrato;ratio_contratos_primario;ratio_contratos_secundario;ratio_contratos_terciario;ratio_contratos_por_poblacion_15a19;ratio_paro_por_poblacion_15a19;ratio_contratos_por_poblacion_20a24;ratio_paro_por_poblacion_20a24;ratio_contratos_por_poblacion_25a29;ratio_paro_por_poblacion_25a29;ratio_contratos_por_poblacion_30a34;ratio_paro_por_poblacion_30a34;ratio_contratos_por_poblacion_35a39;ratio_paro_por_poblacion_35a39;ratio_contratos_por_poblacion_40a44;ratio_paro_por_poblacion_40a44;ratio_contratos_por_poblacion_45a49;ratio_paro_por_poblacion_45a49;ratio_contratos_por_poblacion_50a54;ratio_paro_por_poblacion_50a54;ratio_contratos_por_poblacion_55a59;ratio_paro_por_poblacion_55a59;ratio_contratos_por_poblacion_60a64;ratio_paro_por_poblacion_60a64;ratio_up_por_poblacion_activa
Municipios;1527;Torrelodones;281527;5;Oeste Metropolitano;21.67;971;1432;1799;1987;1732;1348;1087;1231;1546;2282;2303;2054;1670;1178;808;675;435;317;166;61;11;25093;1;1;2;147;66;213;2022;1874;2117;3991;2184;48.07;51.93;4206;1.52;1157.43;40.71;47.66;29.39;14.55;6.64;2.21;16.75;31.57;41.27;52.34;30.262;17;521;15854;8154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;182;631;449;25;2.61;656;96.19;3.81;-12.42;1;61;561;13;274;6830;3530;0.0;Terciario;17240;0.244;1.192;0.038;0.156;0.0;0.012;0.231;2.117;0.33;2.428;0.379;3.12;0.487;3.869;0.603;3.417;0.533;2.721;0.424;1.843;0.287;1.826;0.285;2.048;0.319;2.519;0.393;0.205
Municipios;1603;Valdemorillo;281603;11;Sierra Central;93.8;595;694;870;912;767;610;632;760;1035;1357;1411;1136;867;554;524;385;241;181;83;20;4;13638;1;9;10;94;47;141;538;443;431;874;487;52.49;47.51;1025;1.55;145.24;41.77;49.59;29.29;14.61;6.7;2.11;15.83;28.14;37.25;50.41;49.031;29;707;5755;3141;0.45;0.06;0.39;21.41;0.0;20.82;0.0;0.0;0.0;0.0;192;596;404;31;4.59;627;95.06;4.94;-0.95;2;78;515;26;295;2880;1577;1.0;Terciario;9487;0.108;0.65;0.066;0.612;0.001;0.015;0.092;1.124;0.688;1.336;0.817;1.68;1.028;1.622;0.992;1.349;0.825;0.99;0.606;0.755;0.462;0.726;0.444;0.902;0.552;1.182;0.723;0.166
Municipios;1533;Torremocha de Jarama;281533;6;Sierra Norte;18.86;36;55;61;63;60;31;45;51;75;105;90;69;75;57;59;71;37;49;42;12;1;1144;0;0;0;3;8;11;36;33;62;95;70;33.96;66.04;106;4.09;60.47;48.65;58.3;41.26;28.67;18.53;9.09;13.29;24.04;30.68;41.7;64.681;11;69;1320;694;0.56;0.02;0.06;12.46;0.0;0.45;0.0;0.0;33.05;16.52;14;42;28;4;4.02;46;91.3;8.7;0.0;1;8;33;8;31;202;116;2.0;Terciario;664;0.16;0.914;0.069;0.434;0.0;0.017;0.143;1.683;0.73;1.767;0.767;3.419;1.484;2.356;1.022;2.078;0.902;1.413;0.613;1.01;0.438;1.178;0.511;1.536;0.667;1.413;0.613;0.175
Municipios;1548;Torres de la Alameda;281548;8;Sudeste Comunidad;43.34;274;391;511;542;470;367;378;492;685;766;649;572;429;402;248;208;111;122;64;28;3;7712;1;1;2;242;72;314;593;350;440;790;513;53.62;46.38;1106;0.27;177.86;41.53;46.71;28.36;15.38;6.95;2.81;15.25;28.37;38.03;53.29;37.051;20;1625;5618;3281;0.36;0.01;0.0;25.45;0.0;0.0;30.0;30.0;0.0;0.0;165;404;239;54;5.92;458;88.21;11.79;-7.29;12;86;316;17;376;1435;847;1.0;Terciario;5350;0.207;1.306;0.086;0.414;0.0;0.059;0.148;2.041;0.845;2.353;0.974;3.014;1.248;2.926;1.212;2.248;0.931;1.615;0.669;1.444;0.598;1.704;0.706;1.934;0.801;2.578;1.068;0.158
Municipios;9036;Tres Cantos;289036;2;Norte Metropolitano;37.95;2482;2940;2914;3077;3029;2942;2964;3596;4058;4113;3900;3975;3529;2759;2055;1365;711;527;305;101;12;51354;47;91;138;1557;1816;3373;8800;7196;11813;19009;13720;39.08;60.92;22520;2.46;1352.85;40.98;45.47;29.87;15.26;5.88;1.84;16.23;28.12;39.62;54.53;24.566;75;16736;75119;42174;0.21;0.0;0.2;11.55;0.0;11.24;0.0;0.0;66.37;53.37;463;1315;852;65;2.68;1380;95.29;4.71;-13.43;8;102;1231;11;469;10404;5377;0.0;Terciario;35183;0.64;4.188;0.039;0.061;0.004;0.096;0.54;7.319;0.448;7.435;0.456;7.655;0.469;7.598;0.466;6.263;0.384;5.55;0.34;5.475;0.336;5.774;0.354;5.665;0.347;6.381;0.391;0.153
Municipios;1551;Valdaracete;281551;8;Sudeste Comunidad;63.8;20;17;31;33;27;34;49;43;47;42;39;60;48;33;37;26;18;23;11;5;0;643;18;22;40;4;0;4;30;8;29;37;51;37.04;62.96;81;0.47;10.07;47.09;53.19;40.59;23.79;12.91;6.07;10.58;19.91;32.81;46.81;58.985;31;16;291;166;1.25;0.06;0.08;27.65;0.0;0.11;0.0;0.0;0.0;0.0;18;51;33;3;8.53;54;94.44;5.56;-10.0;2;14;36;10;14;69;44;1.0;Terciario;422;0.192;1.841;0.128;0.667;0.095;0.009;0.088;2.455;1.636;3.0;2.0;2.382;1.588;1.653;1.102;1.884;1.256;1.723;1.149;1.929;1.286;2.077;1.385;1.35;0.9;1.688;1.125;0.104
Municipios;1564;Valdeavero;281564;7;Nordeste Comunidad;18.71;88;88;119;97;88;91;118;140;168;176;142;109;89;84;75;47;26;19;8;2;0;1774;0;2;2;43;22;65;86;43;30;73;54;61.43;38.57;140;4.35;94.71;40.43;43.8;25.87;14.71;5.75;1.63;16.63;27.06;38.84;56.2;47.888;25;213;661;414;0.13;0.01;0.01;16.71;0.0;0.25;0.0;0.0;0.0;0.0;35;88;53;4;5.16;92;95.65;4.35;-17.86;1;24;65;13;73;277;171;1.0;Terciario;1218;0.115;0.819;0.076;0.657;0.002;0.053;0.06;1.443;0.948;1.591;1.045;1.538;1.011;1.186;0.78;1.0;0.657;0.833;0.548;0.795;0.523;0.986;0.648;1.284;0.844;1.573;1.034;0.14
Municipios;1570;Valdelaguna;281570;8;Sudeste Comunidad;42.26;47;48;48;60;58;40;70;59;106;102;81;75;62;35;49;43;25;22;6;2;1;1039;0;0;0;4;1;5;15;11;32;43;33;31.25;68.75;48;2.57;24.69;43.2;48.41;30.8;17.61;9.53;2.98;13.76;25.12;35.71;51.59;50.708;6;47;289;167;0.84;0.1;0.07;8.29;0.0;0.48;0.0;0.0;0.0;0.0;23;58;35;3;5.84;61;95.08;4.92;-14.08;1;13;44;6;28;119;74;1.0;Terciario;713;0.067;0.649;0.086;1.271;0.0;0.007;0.06;0.8;1.017;0.828;1.052;1.2;1.525;0.686;0.871;0.814;1.034;0.453;0.575;0.471;0.598;0.593;0.753;0.64;0.813;0.774;0.984;0.104
Municipios;1586;Valdemanco;281586;6;Sierra Norte;17.79;42;52;67;53;34;54;43;54;108;112;98;74;52;50;60;48;31;28;5;5;3;1073;0;0;0;21;1;22;38;17;21;38;22;63.33;36.67;60;1.8;60.28;44.92;52.75;33.18;21.44;11.18;3.82;15.0;23.11;32.15;47.25;65.264;0;55;311;182;0.04;0.01;0.04;0.38;0.0;0.38;0.0;0.0;0.0;0.0;15;42;27;2;4.13;44;95.45;4.55;-12.0;0;8;35;0;35;137;85;2.0;Terciario;682;0.088;0.706;0.065;0.733;0.0;0.032;0.056;1.132;0.83;1.765;1.294;1.111;0.815;1.395;1.023;1.111;0.815;0.556;0.407;0.536;0.393;0.612;0.449;0.811;0.595;1.154;0.846;0.125
Municipios;1599;Valdemaqueda;281599;10;Sierra Sur;51.79;30;28;48;45;22;34;41;45;55;74;64;81;64;54;44;41;25;15;5;4;0;819;0;8;8;27;8;35;53;26;15;41;31;63.1;36.9;84;2.37;15.83;46.6;57.51;40.66;22.95;10.99;2.93;12.94;21.12;30.28;42.49;80.311;9;81;340;213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15;50;35;6;6.83;56;89.29;10.71;-16.42;0;9;43;8;41;125;85;2.0;Terciario;525;0.16;0.988;0.107;0.667;0.015;0.067;0.078;1.867;1.244;3.818;2.545;2.471;1.647;2.049;1.366;1.867;1.244;1.527;1.018;1.135;0.757;1.312;0.875;1.037;0.691;1.312;0.875;0.162
Municipios;0973;Navarredonda y San Mamés;280973;6;Sierra Norte;28.47;5;4;0;3;5;5;11;11;7;4;12;19;22;18;5;9;3;4;3;2;1;153;0;0;0;2;0;2;55;53;129;182;129;29.89;70.11;184;6.99;5.37;53.26;66.67;56.21;29.41;14.38;6.54;5.88;11.11;21.57;33.33;85.319;3;26;219;124;0.1;0.0;0.1;5.54;0.0;5.48;0.0;0.0;0.0;0.0;2;6;4;0;4.0;6;100.0;0.0;0.0;0;3;3;3;4;31;19;2.0;Terciario;99;1.859;9.684;0.061;0.033;0.0;0.02;1.838;61.333;2.0;36.8;1.2;36.8;1.2;16.727;0.545;16.727;0.545;26.286;0.857;46.0;1.5;15.333;0.5;9.684;0.316;8.364;0.273;0.192
Municipios;0954;Navalagamella;280954;10;Sierra Sur;75.76;139;167;209;190;141;166;169;190;259;290;280;251;168;112;108;62;60;29;15;6;0;3011;3;61;64;15;7;22;95;77;68;145;136;41.13;58.87;231;5.87;39.73;40.48;45.87;26.93;13.02;5.71;1.66;17.1;28.1;39.22;54.13;56.822;14;47;736;394;0.19;0.01;0.19;22.5;0.0;16.62;0.0;0.0;0.0;0.0;62;170;108;9;6.0;179;94.97;5.03;2.87;5;30;127;12;37;330;187;1.0;Terciario;2104;0.11;1.235;0.085;0.775;0.03;0.01;0.069;1.216;0.942;1.638;1.27;1.392;1.078;1.367;1.059;1.216;0.942;0.892;0.691;0.797;0.617;0.825;0.639;0.92;0.713;1.375;1.065;0.089
Municipios;0029;Ajalvir;280029;3;Este Metropolitano;19.8;193;212;277;295;275;291;302;379;435;579;463;361;253;166;138;114;61;47;23;9;2;4875;1;0;1;458;330;788;1182;723;713;1436;1043;53.12;46.88;2225;1.04;246.21;40.63;45.46;24.08;11.49;5.25;1.66;13.99;25.68;37.85;54.54;34.911;17;4255;9545;5938;0.19;0.0;0.01;11.77;0.0;0.11;0.0;0.0;0.0;0.0;89;196;107;11;4.33;207;94.69;5.31;-2.82;8;23;168;11;535;1604;965;0.0;Terciario;3633;0.612;2.306;0.057;0.093;0.0;0.217;0.395;7.542;0.702;8.091;0.753;7.646;0.711;7.368;0.685;5.871;0.546;5.115;0.476;3.843;0.358;4.806;0.447;6.163;0.573;8.794;0.818;0.266
Municipios;0357;Carabaña;280357;8;Sudeste Comunidad;47.64;93;130;137;113;106;96;122;168;246;211;177;150;136;101;89;71;54;44;26;15;1;2286;12;3;15;16;14;30;100;72;192;264;209;32.36;67.64;309;2.33;47.95;42.91;47.03;30.05;17.54;9.23;3.76;15.75;25.33;34.86;52.97;53.449;16;150;736;433;1.02;0.06;0.07;18.68;0.0;0.53;0.0;0.0;0.0;0.0;45;127;82;14;6.2;141;90.07;9.93;-7.84;3;25;106;8;76;314;191;1.0;Terciario;1525;0.203;1.618;0.092;0.456;0.01;0.02;0.173;2.735;1.248;2.915;1.33;3.219;1.469;2.533;1.156;1.839;0.839;1.256;0.573;1.464;0.668;1.746;0.797;2.06;0.94;2.272;1.037;0.125
Municipios;0262;Brunete;280262;5;Oeste Metropolitano;49.17;410;559;749;779;678;620;586;643;882;1102;1006;871;618;419;369;301;173;143;65;19;0;10992;1;0;1;92;27;119;682;589;545;1134;572;54.39;45.61;1254;1.66;223.37;40.74;46.27;27.09;13.55;6.38;2.07;15.63;28.88;39.86;53.73;38.308;29;395;5293;2816;0.15;0.01;0.03;33.75;0.0;1.01;0.0;0.0;0.0;0.0;149;421;272;23;4.03;444;94.82;5.18;-5.93;3;48;370;26;223;2099;1158;0.0;Terciario;7785;0.161;1.083;0.057;0.354;0.0;0.015;0.146;1.61;0.57;1.85;0.655;2.023;0.716;2.14;0.758;1.95;0.691;1.422;0.503;1.138;0.403;1.247;0.441;1.44;0.51;2.029;0.718;0.149
Municipios;0278;Buitrago del Lozoya;280761;6;Sierra Norte;57.69;74;102;126;114;92;108;105;131;141;179;152;129;128;87;75;61;57;47;30;13;3;1954;0;0;0;52;10;62;190;138;523;661;533;26.28;73.72;723;0.1;75.24;43.53;49.18;32.24;19.09;10.8;4.76;15.46;26.0;36.9;50.82;76.377;7;84;2533;1311;0.18;0.0;0.18;13.31;0.0;13.31;0.0;0.0;0.0;0.0;33;87;54;5;4.68;92;94.57;5.43;9.52;5;11;66;7;42;437;242;2.0;Terciario;1279;0.565;2.988;0.072;0.127;0.0;0.048;0.517;6.342;0.807;7.859;1.0;6.694;0.852;6.886;0.876;5.519;0.702;5.128;0.652;4.039;0.514;4.757;0.605;5.605;0.713;5.648;0.719;0.189
Municipios;0284;Bustarviejo;280284;6;Sierra Norte;56.13;90;140;182;142;115;95;133;175;261;317;253;222;177;136;100;81;43;47;33;10;0;2752;1;0;1;91;11;102;318;226;129;355;140;69.43;30.57;458;1.66;48.97;43.56;51.56;30.85;16.35;7.78;3.27;14.97;24.31;32.59;48.44;64.721;11;86;1130;605;0.16;0.02;0.16;9.25;0.0;9.19;0.0;0.0;0.0;0.0;60;147;87;7;5.61;154;95.45;4.55;-2.53;4;9;130;11;64;504;283;2.0;Terciario;1890;0.242;1.618;0.081;0.336;0.001;0.054;0.188;3.225;1.085;3.983;1.339;4.821;1.621;3.444;1.158;2.617;0.88;1.755;0.59;1.445;0.486;1.81;0.609;2.063;0.694;2.588;0.87;0.15
Municipios;0297;Cabanillas de la Sierra;280297;6;Sierra Norte;13.81;45;47;57;47;50;32;35;63;83;95;86;79;64;54;26;22;32;10;9;1;0;937;1;0;1;15;7;22;147;131;83;214;90;62.03;37.97;237;7.21;67.8;42.94;51.01;31.7;16.44;7.9;2.13;15.9;26.25;33.4;48.99;55.486;6;54;446;252;0.07;0.0;0.07;6.33;0.0;5.98;0.0;0.0;0.0;0.0;9;35;26;1;3.83;36;97.22;2.78;-7.69;1;5;29;4;15;149;83;1.0;Terciario;634;0.374;2.855;0.057;0.152;0.002;0.035;0.338;5.043;0.766;4.74;0.72;7.406;1.125;6.771;1.029;3.762;0.571;2.855;0.434;2.495;0.379;2.756;0.419;3.0;0.456;3.703;0.562;0.131
Municipios;0301;Cabrera (La);280301;6;Sierra Norte;22.14;100;141;168;173;159;142;134;184;269;282;254;237;167;137;107;80;74;55;22;11;2;2898;2;0;2;21;5;26;190;167;190;357;195;49.35;50.65;385;2.58;130.78;43.11;49.28;30.78;16.84;8.42;3.11;14.11;25.57;35.09;50.72;60.42;4;95;1578;833;0.06;0.0;0.06;7.99;0.0;7.99;0.0;0.0;0.0;0.0;51;163;112;5;5.83;168;97.02;2.98;1.2;1;29;132;3;75;544;307;2.0;Terciario;2001;0.192;1.254;0.084;0.436;0.001;0.013;0.178;2.225;0.971;2.421;1.057;2.711;1.183;2.873;1.254;2.092;0.913;1.431;0.625;1.365;0.596;1.516;0.661;1.624;0.709;2.305;1.006;0.153
Municipios;0318;Cadalso de los Vidrios;280318;10;Sierra Sur;47.84;123;149;181;141;166;152;183;209;229;264;245;250;212;183;194;149;83;51;45;7;2;3218;21;14;35;99;103;202;252;132;141;273;258;49.41;50.59;510;0.09;67.22;45.05;52.36;36.54;22.19;10.47;3.26;14.08;23.62;34.03;47.64;89.965;36;217;1364;796;1.62;0.28;0.27;10.16;0.01;5.6;0.0;0.0;0.0;0.0;89;221;132;24;7.72;245;90.2;9.8;-18.06;4;28;191;13;110;463;283;2.0;Terciario;2051;0.249;1.802;0.119;0.48;0.017;0.098;0.133;3.617;1.738;3.072;1.476;3.355;1.612;2.787;1.339;2.44;1.172;2.227;1.07;1.932;0.928;2.082;1.0;2.04;0.98;2.406;1.156;0.138
Municipios;0323;Camarma de Esteruelas;280323;7;Nordeste Comunidad;35.15;302;423;588;550;423;344;440;511;712;890;726;529;421;312;236;185;86;72;26;5;1;7782;0;0;0;255;566;821;668;413;322;735;888;42.93;57.07;1556;2.6;221.02;39.76;44.83;24.07;11.86;4.82;1.34;16.87;29.38;39.45;55.17;37.479;6;1852;4090;2607;0.3;0.0;0.0;25.05;0.0;0.0;0.0;0.0;0.0;0.0;136;395;259;33;5.49;428;92.29;7.71;-6.75;2;71;337;5;324;1298;771;1.0;Terciario;5546;0.281;2.018;0.077;0.275;0.0;0.148;0.133;2.829;0.778;3.678;1.012;4.523;1.244;3.536;0.973;3.045;0.838;2.185;0.601;1.748;0.481;2.143;0.59;2.941;0.809;3.696;1.017;0.139
Municipios;0339;Campo Real;280339;8;Sudeste Comunidad;61.75;325;427;416;361;303;356;414;515;683;643;534;457;373;287;178;152;100;108;65;14;0;6711;7;21;28;177;111;288;1323;1139;390;1529;522;71.71;28.29;1845;0.74;108.57;40.41;43.38;25.84;13.47;6.54;2.79;17.4;27.3;38.77;56.62;34.635;24;1433;3417;2143;1.6;0.09;0.13;42.93;0.0;1.91;9.63;6.74;0.0;0.0;145;365;220;20;5.68;385;94.81;5.19;-16.49;5;81;271;11;318;1207;717;1.0;Terciario;4639;0.398;2.573;0.083;0.209;0.006;0.062;0.33;5.111;1.066;6.089;1.271;5.183;1.081;4.457;0.93;3.583;0.748;2.701;0.564;2.869;0.599;3.455;0.721;4.037;0.842;4.946;1.032;0.155
Municipios;0344;Canencia;280344;6;Sierra Norte;54.18;11;12;13;20;26;19;20;22;17;25;46;57;43;33;19;24;17;22;14;2;2;464;0;0;0;19;0;19;271;252;120;372;120;69.31;30.69;391;1.53;8.56;51.71;65.52;50.22;28.66;17.46;8.62;7.76;17.67;26.08;34.48;82.184;7;30;278;156;0.24;0.02;0.24;14.59;0.0;14.59;0.0;0.0;0.0;0.0;4;21;17;2;5.0;23;91.3;8.7;-4.17;1;2;20;7;18;79;51;2.0;Terciario;295;1.325;7.667;0.078;0.059;0.0;0.064;1.261;19.55;1.15;15.038;0.885;20.579;1.211;19.55;1.15;17.773;1.045;23.0;1.353;15.64;0.92;8.5;0.5;6.86;0.404;9.093;0.535;0.173
Municipios;0360;Casarrubuelos;280360;9;Sudoeste Comunidad;5.33;202;240;291;252;230;197;225;313;389;466;355;245;210;173;125;95;45;24;18;4;0;4099;0;0;0;182;39;221;726;544;1029;1573;1068;40.47;59.53;1794;2.81;767.6;39.16;42.94;22.91;11.81;4.54;1.12;17.88;29.64;39.94;57.06;33.936;2;681;1769;1127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60;178;118;19;4.85;197;90.36;9.64;-14.72;0;47;143;2;169;628;379;1.0;Terciario;2882;0.622;4.734;0.068;0.11;0.0;0.077;0.546;7.119;0.782;7.8;0.857;9.107;1.0;7.973;0.876;5.732;0.629;4.612;0.506;3.85;0.423;5.054;0.555;7.322;0.804;8.543;0.938;0.132
Municipios;0437;Colmenar de Oreja;280437;8;Sudeste Comunidad;126.33;290;402;490;505;450;433;506;534;699;819;719;651;589;478;384;277;211;192;100;19;2;8750;28;16;44;141;92;233;439;270;419;689;527;45.45;54.55;966;2.21;69.21;43.98;50.75;33.18;19.01;9.15;3.58;13.51;24.42;35.15;49.25;57.211;87;641;2649;1635;5.01;0.17;0.22;79.56;0.0;11.66;0.0;0.0;0.0;0.0;195;495;300;42;6.21;537;92.18;7.82;-6.93;11;138;354;53;297;1159;729;1.0;Terciario;5905;0.164;1.325;0.091;0.556;0.007;0.039;0.117;1.913;1.063;2.147;1.193;2.231;1.24;1.909;1.061;1.809;1.006;1.382;0.768;1.179;0.656;1.344;0.747;1.484;0.825;1.64;0.912;0.123
Municipios;0376;Cenicientos;280376;10;Sierra Sur;68.25;66;81;101;102;100;108;102;120;136;144;122;169;172;134;107;105;88;78;38;15;0;2088;3;11;14;23;3;26;116;90;168;258;182;38.93;61.07;298;0.38;30.58;48.06;56.13;43.39;27.06;15.52;6.27;11.88;21.55;31.61;43.87;95.124;28;59;695;386;2.48;0.27;0.56;19.37;0.01;13.91;0.0;0.0;0.0;0.0;68;142;74;18;7.63;160;88.75;11.25;-13.04;9;15;123;23;31;242;146;2.0;Terciario;1275;0.234;2.041;0.125;0.537;0.011;0.02;0.202;2.922;1.569;2.98;1.6;2.759;1.481;2.922;1.569;2.483;1.333;2.191;1.176;2.069;1.111;2.443;1.311;1.763;0.947;1.733;0.93;0.115
Municipios;0382;Cercedilla;280382;11;Sierra Central;40.82;267;352;372;392;474;425;430;477;575;636;681;657;540;397;292;241;176;158;79;28;3;7652;3;0;3;123;1;124;747;621;709;1330;710;51.27;48.73;1457;1.66;213.98;43.94;50.81;33.6;17.96;8.95;3.5;12.95;24.27;35.44;49.19;57.007;11;465;4414;2381;0.3;0.01;0.29;7.98;0.0;7.97;0.0;0.0;0.0;0.0;131;322;191;33;4.64;355;90.7;9.3;-5.33;4;42;271;7;184;1444;804;1.0;Terciario;5287;0.276;1.812;0.067;0.244;0.001;0.023;0.252;3.717;0.906;3.074;0.749;3.428;0.835;3.388;0.826;3.055;0.744;2.534;0.617;2.291;0.558;2.14;0.521;2.218;0.54;2.698;0.657;0.152
Municipios;0395;Cervera de Buitrago;280395;6;Sierra Norte;11.54;3;4;4;6;7;10;2;7;7;17;14;20;14;9;11;10;8;9;1;1;0;164;0;1;1;6;1;7;68;62;76;138;78;46.58;53.42;146;-1.2;14.2;52.73;69.51;50.61;29.88;17.68;6.71;6.71;14.63;21.95;30.49;82.105;0;14;158;86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;11;10;2;7.93;13;84.62;15.38;18.18;0;1;10;0;3;27;15;2.0;Terciario;104;1.404;9.733;0.125;0.089;0.01;0.067;1.327;24.333;2.167;20.857;1.857;14.6;1.3;73.0;6.5;20.857;1.857;20.857;1.857;8.588;0.765;10.429;0.929;7.3;0.65;10.429;0.929;0.144
Municipios;0513;Chapinería;280513;10;Sierra Sur;25.55;130;165;187;150;105;116;133;156;212;234;200;209;174;113;84;64;64;58;34;8;2;2598;8;3;11;17;3;20;244;219;141;360;147;62.4;37.6;391;3.59;101.64;41.94;47.88;31.18;16.44;8.85;3.93;18.55;28.37;37.95;52.12;57.258;4;190;1078;612;0.05;0.0;0.03;3.07;0.0;2.98;0.0;0.0;0.0;0.0;55;137;82;10;5.65;147;93.2;6.8;1.38;1;23;115;4;88;394;232;1.0;Terciario;1689;0.231;1.685;0.087;0.376;0.007;0.012;0.213;2.607;0.98;3.724;1.4;3.371;1.267;2.94;1.105;2.506;0.942;1.844;0.693;1.671;0.628;1.955;0.735;1.871;0.703;2.247;0.845;0.137
Municipios;0528;Chinchón;280528;8;Sudeste Comunidad;115.79;201;269;297;279;275;280;324;368;476;433;494;425;422;329;257;205;150;104;62;19;1;5670;49;40;89;91;30;121;589;449;685;1134;755;43.82;56.18;1344;-0.05;48.93;44.59;51.16;34.81;19.88;9.54;3.28;13.53;23.3;33.95;48.84;45.592;167;542;3008;1747;3.83;0.12;0.09;46.08;0.0;2.37;0.0;0.0;0.0;0.0;122;318;196;23;6.02;341;93.26;6.74;-3.13;14;42;253;105;136;1108;655;1.0;Terciario;3776;0.356;2.052;0.09;0.254;0.024;0.032;0.3;4.817;1.222;4.887;1.24;4.8;1.218;4.148;1.052;3.652;0.927;2.824;0.716;3.104;0.788;2.721;0.69;3.162;0.802;3.185;0.808;0.173
Municipios;0409;Ciempozuelos;280409;4;Sur Metropolitano;49.41;1025;1339;1547;1444;1349;1397;1557;1716;2210;2462;2234;1873;1559;1183;847;717;469;451;210;71;12;25672;7;13;20;616;220;836;2138;1515;4343;5858;4576;31.84;68.16;6714;1.86;519.78;41.94;47.09;28.79;15.43;7.52;2.9;15.23;26.11;37.62;52.91;35.54;43;2566;16046;8878;1.08;0.09;0.09;23.62;0.0;2.46;0.0;0.0;0.0;0.0;591;1315;724;167;5.73;1482;88.73;11.27;-8.12;12;204;1154;39;610;3139;1815;0.0;Terciario;17801;0.377;3.699;0.083;0.221;0.001;0.047;0.329;4.65;1.026;4.977;1.099;4.806;1.061;4.312;0.952;3.913;0.864;3.038;0.671;2.727;0.602;3.005;0.663;3.585;0.791;4.307;0.951;0.102
Municipios;0416;Cobeña;280416;2;Norte Metropolitano;20.79;335;546;611;560;452;361;344;486;697;814;692;592;444;268;155;133;78;74;49;11;0;7702;3;1;4;89;49;138;545;453;369;822;419;56.54;43.46;964;2.37;370.11;38.48;42.98;23.42;9.97;4.48;1.74;19.37;32.51;41.66;57.02;34.59;22;469;3395;1864;0.18;0.0;0.03;13.43;0.0;0.39;0.0;0.0;0.0;0.0;77;234;157;12;3.2;246;95.12;4.88;-0.4;1;39;189;20;134;1426;772;0.0;Terciario;5442;0.177;1.249;0.045;0.255;0.001;0.025;0.151;1.721;0.439;2.133;0.544;2.67;0.681;2.802;0.715;1.984;0.506;1.383;0.353;1.184;0.302;1.393;0.355;1.628;0.416;2.171;0.554;0.142
Municipios;0468;Collado Mediano;280468;11;Sierra Central;22.19;293;362;450;485;418;396;369;395;522;724;748;646;508;361;274;222;141;101;40;7;1;7463;0;2;2;177;19;196;522;345;320;665;341;60.49;39.51;863;0.11;336.02;42.33;50.56;30.83;15.37;6.86;2.0;14.81;26.91;37.16;49.44;47.487;4;392;3228;1789;0.18;0.02;0.17;5.74;0.0;5.73;0.0;0.0;0.0;0.0;109;354;245;26;5.07;380;93.16;6.84;-9.74;4;56;295;4;146;1416;772;1.0;Terciario;5211;0.166;1.118;0.073;0.44;0.0;0.038;0.128;1.779;0.784;2.065;0.909;2.179;0.96;2.339;1.03;2.185;0.962;1.653;0.728;1.192;0.525;1.154;0.508;1.336;0.588;1.699;0.748;0.148
