Serie;Codigo_municipio;Nombre;distancia_capital;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;afiliados_ss_primario;afiliados_ss_secundario;afiliados_ss_terciario;contratos_primario;contratos_secundario;contratos_terciario;empleo_primario;empleo_secundario;empleo_terciario;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;variacion_relativa_paro_registrado;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_registrado_entre_25_44;paro_registrado_mayores_25;paro_registrado_mayores_45;paro_registrado_menores_25;paro_registrado_por_100_habitantes;paro_registrado_total;porcentaje_parados_mayores_25;porcentaje_parados_menores_25;poblacion_censada_0a4;poblacion_censada_10a14;poblacion_censada_15a19;poblacion_censada_20a24;poblacion_censada_25a29;poblacion_censada_30a34;poblacion_censada_35a39;poblacion_censada_40a44;poblacion_censada_45a49;poblacion_censada_50a54;poblacion_censada_55a59;poblacion_censada_5a9;poblacion_censada_60a64;poblacion_censada_65a69;poblacion_censada_70a74;poblacion_censada_75a79;poblacion_censada_80a84;poblacion_censada_85a89;poblacion_censada_90a94;poblacion_censada_95a99;poblacion_censada_mayores_100;poblacion_censada_total;num_explotaciones_agricolas_con_SAU;num_explotaciones_agricolas_con_SAU_huertos_consumo_propio;num_explotaciones_agricolas_con_SAU_tierra_pastos;superficie_explotaciones_agricolas_con_SAU;sup_explotaciones_agricolas_con_SAU_huertos_consumo_propio;sup_explotaciones_agricolas_con_SAU_tierra_pastos;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario
Municipios;1610;Valdemoro;28.750;281610;04;Sur Metropolitano;64.16;60.0;9830.0;120880.0;116.0;12056.0;166052.0;74.0;13746.0;135384.0;2.74;1270.53;38.96;43.46;22.16;10.79;4.87;1.50;17.79;30.77;40.85;56.54;-7.75;0;0;0;0;1390;3695;2305;390;5.02;4085;90.45;9.55;3296;6349;5918;4669;3901;4331;5159;7648;9625;7760;5586;4879;3693;2705;2129;1711;1032;759;374;80;15;81619;19;1;4;1111.69;0.03;114.38;50.0;3798.0;23966.0
Municipios;1625;Valdeolmos-Alalpardo;37.129;281625;07;Nordeste Comunidad;25.84;20.0;460.0;3380.0;28.0;1280.0;4532.0;26.0;814.0;4232.0;2.93;175.30;38.72;42.36;22.62;11.86;5.16;1.52;19.56;31.62;41.46;57.64;-22.56;0;0;0;0;42;117;75;10;2.81;127;92.13;7.87;202;385;303;244;199;247;303;431;503;392;286;300;202;159;145;107;58;41;22;4;2;4535;22;0;5;2190.06;0.00;88.95;20.0;114.0;1776.0
Municipios;1631;Valdepiélagos;51.502;281631;07;Nordeste Comunidad;17.66;10.0;100.0;420.0;4.0;16.0;732.0;10.0;156.0;588.0;0.64;35.54;43.80;51.51;31.00;17.33;9.06;2.38;12.72;21.78;33.55;48.49;0.00;0;0;0;0;14;25;11;1;4.17;26;96.15;3.85;25;26;34;23;40;34;46;48;81;48;50;29;36;34;18;29;13;5;5;4;1;629;13;1;1;1357.81;0.03;156.87;10.0;50.0;218.0
Municipios;1646;Valdetorres de Jarama;41.951;281646;07;Nordeste Comunidad;35.07;70.0;530.0;3230.0;124.0;332.0;3320.0;62.0;434.0;3798.0;3.22;142.44;42.42;48.47;29.65;16.20;7.84;2.90;14.64;25.89;36.55;51.53;2.53;0;0;0;0;81;260;179;24;5.69;284;91.55;8.45;210;280;295;268;264;269;356;393;498;443;345;242;328;230;188;152;95;93;42;9;1;5001;27;2;7;2211.95;0.04;30.80;38.0;256.0;1468.0
Municipios;1659;Valdilecha;45.871;281659;08;Sudeste Comunidad;42.57;60.0;430.0;1960.0;88.0;488.0;3088.0;66.0;506.0;2438.0;2.73;75.06;40.72;43.90;28.04;14.58;6.73;2.44;16.99;27.32;39.67;56.10;-16.60;0;0;0;0;89;192;103;14;6.46;206;93.20;6.80;166;205;165;165;183;212;249;276;265;242;224;172;206;140;111;87;50;50;20;8;0;3196;155;9;10;4053.24;0.26;759.13;56.0;166.0;828.0
Municipios;1662;Valverde de Alcalá;42.548;281662;08;Sudeste Comunidad;13.74;10.0;20.0;260.0;8.0;4.0;3492.0;10.0;18.0;416.0;-0.74;38.98;43.87;50.75;32.46;16.79;7.65;3.17;13.62;22.76;32.46;49.25;-4.00;0;0;0;0;10;22;12;2;4.49;24;91.67;8.33;27;23;26;23;24;28;43;47;50;48;42;23;42;19;30;15;9;10;6;1;0;536;12;0;2;416.47;0.00;6.52;6.0;14.0;108.0
Municipios;1678;Velilla de San Antonio;21.480;281678;03;Este Metropolitano;14.37;10.0;2110.0;55650.0;4.0;1844.0;29112.0;16.0;3218.0;12540.0;4.56;930.46;39.23;42.65;23.94;10.33;3.87;1.33;15.87;28.95;41.00;57.35;-1.59;0;0;0;0;230;612;382;69;5.09;681;89.87;10.13;613;791;933;817;748;865;961;1227;1273;1230;1029;719;792;529;335;218;122;104;57;17;0;13380;7;1;1;484.34;0.02;0.02;14.0;920.0;4244.0
Municipios;1684;Vellón (El);48.389;281684;06;Sierra Norte;33.49;20.0;70.0;640.0;0.0;56.0;816.0;30.0;120.0;1386.0;3.92;65.68;42.11;46.39;27.58;15.90;8.31;2.95;14.99;25.40;35.71;53.61;-10.40;0;0;0;0;35;107;72;5;5.09;112;95.54;4.46;87;120;120;109;106;121;155;239;228;186;158;123;99;83;84;83;35;37;19;8;1;2201;30;5;17;1484.73;0.18;736.20;20.0;104.0;486.0
Municipios;1697;Venturada;52.667;281697;06;Sierra Norte;10.22;20.0;130.0;2210.0;0.0;584.0;5224.0;8.0;184.0;4168.0;4.10;250.73;41.84;51.31;29.40;13.41;6.00;1.72;15.01;27.80;36.76;48.69;9.78;0;0;0;0;28;95;67;6;3.95;101;94.06;5.94;94;147;168;160;132;98;128;178;286;276;240;144;170;96;94;74;36;29;8;6;1;2565;12;1;6;466.24;0.01;321.81;8.0;102.0;1510.0
Municipios;1718;Villa del Prado;66.911;281718;09;Sudoeste Comunidad;77.27;480.0;630.0;6430.0;620.0;516.0;6784.0;404.0;568.0;4908.0;2.56;93.82;42.29;46.52;30.90;17.83;9.38;3.57;15.47;27.19;39.05;53.48;-2.01;0;0;0;0;183;385;202;54;6.04;439;87.70;12.30;328;415;401;449;428;432;500;547;549;584;489;379;459;344;269;259;162;146;89;21;3;7253;266;22;23;3747.97;0.59;1607.32;298.0;270.0;1846.0
Municipios;1701;Villaconejos;55.549;281701;08;Sudeste Comunidad;33.27;180.0;250.0;2070.0;404.0;100.0;3016.0;162.0;374.0;2894.0;1.42;104.90;43.36;48.60;32.96;19.47;9.51;2.92;14.03;25.06;37.08;51.40;-17.24;0;0;0;0;87;206;119;10;6.17;216;95.37;4.63;138;198;201;184;208;212;234;266;280;266;258;154;213;181;167;120;110;72;25;4;1;3492;106;3;2;2981.21;0.08;465.80;128.0;184.0;1174.0
Municipios;1723;Villalbilla;39.662;281723;08;Sudeste Comunidad;34.72;20.0;1830.0;10800.0;28.0;1528.0;11740.0;16.0;2830.0;11024.0;6.05;483.87;37.65;38.35;20.98;10.29;3.81;1.13;20.27;30.70;41.26;61.65;-1.52;0;0;0;0;250;533;283;51;3.47;584;91.27;8.73;1041;1086;986;766;742;1033;1582;1844;1624;1293;998;1278;799;648;440;307;143;104;57;25;4;16800;25;2;2;1902.76;0.07;125.11;14.0;720.0;4462.0
Municipios;1739;Villamanrique de Tajo;64.302;281739;08;Sudeste Comunidad;29.58;50.0;40.0;400.0;1092.0;16.0;2116.0;42.0;66.0;778.0;5.50;27.19;46.19;52.67;35.78;21.74;11.55;4.10;10.56;21.24;31.55;47.33;23.73;0;0;0;0;20;67;47;6;9.13;73;91.78;8.22;21;40;46;40;36;47;55;72;68;68;51;24;62;40;42;38;22;22;7;4;0;805;33;0;3;2305.11;0.00;54.38;38.0;26.0;236.0
Municipios;1744;Villamanta;47.225;281744;09;Sudoeste Comunidad;63.23;70.0;300.0;1780.0;24.0;128.0;1800.0;78.0;322.0;2498.0;2.17;43.98;43.92;49.28;33.00;20.24;10.96;5.03;15.13;25.05;36.77;50.72;12.58;0;0;0;0;60;152;92;18;6.13;170;89.41;10.59;113;166;129;147;151;175;186;202;217;236;178;142;177;148;110;94;71;72;50;17;1;2782;62;8;15;2618.04;0.23;1149.44;54.0;210.0;866.0
Municipios;1757;Villamantilla;53.900;281757;09;Sudoeste Comunidad;23.92;10.0;190.0;880.0;4.0;224.0;844.0;8.0;188.0;1096.0;1.21;66.17;39.85;45.08;23.99;11.11;5.37;2.34;18.37;29.67;38.01;54.92;-14.43;0;0;0;0;30;79;49;4;5.27;83;95.18;4.82;63;126;104;75;60;72;110;158;181;153;121;102;83;53;38;28;20;18;15;4;0;1584;7;1;5;1240.30;0.01;438.36;8.0;94.0;392.0
Municipios;1782;Villanueva de Perales;50.249;281782;09;Sudoeste Comunidad;31.43;30.0;180.0;1090.0;32.0;68.0;2556.0;24.0;164.0;1330.0;3.19;54.50;41.09;47.96;27.07;13.54;5.66;1.46;15.75;28.30;36.52;52.04;-10.78;0;0;0;0;31;84;53;7;5.45;91;92.31;7.69;67;109;126;89;78;63;122;144;180;178;139;94;93;69;66;47;25;13;8;3;1;1714;6;0;4;2863.48;0.00;934.13;20.0;60.0;562.0
Municipios;1760;Villanueva de la Cañada;43.204;281760;05;Oeste Metropolitano;34.76;70.0;1290.0;33650.0;136.0;1148.0;25836.0;70.0;1826.0;31942.0;2.80;674.76;38.92;42.69;25.62;12.32;5.50;1.71;17.34;33.00;44.42;57.31;-6.78;60.0;37.87;20.05;12.03;229;653;424;35;2.92;688;94.91;5.09;1009;1671;1856;1821;1473;1208;1321;1705;2046;1960;1729;1390;1395;930;670;540;350;245;110;42;4;23475;6;1;2;533.00;0.02;10.16;42.0;562.0;11342.0
Municipios;1776;Villanueva del Pardillo;28.830;281776;11;Sierra Central;25.43;30.0;1390.0;15650.0;52.0;1456.0;13052.0;26.0;1502.0;16074.0;1.74;694.38;38.21;44.25;21.62;9.67;4.37;1.29;18.33;33.85;43.37;55.75;-7.25;0;0;0;0;185;571;386;30;3.39;601;95.01;4.99;671;1573;1611;1132;817;865;929;1259;2086;1914;1337;995;774;515;421;323;222;134;70;20;4;17672;12;0;5;1614.88;0.00;509.31;20.0;570.0;6642.0
Municipios;1795;Villar del Olmo;48.941;281795;08;Sudeste Comunidad;27.78;10.0;380.0;1650.0;8.0;184.0;1008.0;8.0;334.0;1416.0;1.39;81.15;42.18;48.71;31.74;13.96;4.96;1.55;14.23;26.29;35.99;51.29;-16.91;0;0;0;0;32;102;70;11;5.00;113;90.27;9.73;80;123;140;132;93;126;167;178;183;200;209;118;192;109;94;44;33;25;9;0;1;2256;24;3;5;730.66;0.11;17.16;8.0;172.0;864.0
Municipios;1809;Villarejo de Salvanés;50.672;281809;08;Sudeste Comunidad;119.00;150.0;2610.0;6290.0;132.0;3280.0;7020.0;156.0;4356.0;7182.0;1.39;64.79;42.21;46.73;30.91;17.42;8.40;3.27;15.29;26.81;38.56;53.27;-6.14;0;0;0;0;191;496;305;39;6.91;535;92.71;7.29;313;465;483;406;401;505;526;609;660;561;536;402;505;403;293;243;153;151;84;17;0;7716;472;9;21;6408.43;0.27;615.77;120.0;480.0;2182.0
Municipios;1816;Villaviciosa de Odón;26.157;281816;05;Oeste Metropolitano;68.20;230.0;3190.0;46990.0;152.0;1792.0;42264.0;84.0;3908.0;42500.0;2.10;420.84;43.51;50.31;34.08;20.48;9.32;2.67;13.12;27.85;38.33;49.69;-6.22;0;0;0;0;247;751;504;48;2.78;799;93.99;6.01;891;1626;2052;2179;1645;1362;1410;1853;2390;2270;2032;1250;1873;1559;1645;1259;652;427;256;78;5;28714;31;8;10;1047.89;0.27;60.16;46.0;1108.0;15174.0
Municipios;1821;Villavieja del Lozoya;80.015;281821;06;Sierra Norte;23.30;10.0;40.0;180.0;0.0;16.0;432.0;6.0;24.0;320.0;7.82;13.60;44.75;54.26;35.33;17.67;9.46;2.84;12.62;23.34;33.44;45.74;-5.88;0;0;0;0;6;16;10;0;5.10;16;100.00;0.00;19;8;17;17;15;17;17;22;22;38;24;13;32;16;10;12;9;3;4;2;0;317;8;0;8;696.08;0.00;689.90;6.0;14.0;90.0
Municipios;1837;Zarzalejo;65.280;281837;10;Sierra Sur;20.18;20.0;370.0;1220.0;4.0;164.0;1200.0;28.0;708.0;1772.0;2.21;89.30;43.43;52.25;33.56;17.42;9.26;3.61;16.14;26.29;34.55;47.75;-6.82;0;0;0;0;40;117;77;6;6.80;123;95.12;4.88;75;106;93;90;75;74;107;131;189;148;155;110;136;92;55;58;44;37;19;8;1;1803;14;3;14;577.01;0.08;567.00;16.0;112.0;604.0
Comunidad de Madrid;;Comunidad de Madrid;;0;0;0;0;14912.0;880320.0;13677936.0;27340.0;936044.0;16102008.0;18320.0;1204994.0;13730436.0;1.91;855.68;43.10;48.18;31.59;18.43;9.15;3.04;14.08;24.84;37.10;51.82;-7.15;98.85;118.59;499.23;1627.75;113560;291820;178260;23162;4.59;314982;92.65;7.35;269120;367599;366978;372574;407555;435389;464923;546275;597127;542877;489564;330560;414824;339376;298329;253085;166755;126154;63574;17054;2211;6871903;7716;491;1918;303329.62;15.11;118008.83;9490.0;233058.0;2866632.0
Zonas Estadísticas;01;Municipio de Madrid ;;280796;01;Municipio de Madrid;604.66;3940.0;361210.0;8899450.0;12324.0;425364.0;10423272.0;6354.0;435716.0;8537050.0;2.24;5521.13;44.35;49.16;33.68;20.18;10.93;4.03;12.43;22.45;36.47;50.84;-6.37;98.85;118.59;499.23;1627.75;54392;138992;84600;10271;4.48;149263;93.12;6.88;124448;150484;154206;180665;228310;239794;231133;248990;265700;251449;241670;140109;209042;165765;143320;132034;98336;80430;41780;11079;1432;3340176;109;3;12;2030.10;0.13;71.69;3078.0;86066.0;1646976.0
Zonas Estadísticas;02;Norte Metropolitano ;;0;0;0;0;890.0;82240.0;907580.0;1140.0;64660.0;880856.0;1246.0;114074.0;875612.0;2.09;853.70;41.12;45.78;28.52;15.52;6.84;1.95;16.32;28.01;39.15;54.22;-8.82;0;0;0;0;4440;11985;7545;772;3.53;12757;93.95;6.05;15539;22549;21647;20516;19588;20609;24291;30049;33132;29135;25743;20773;21146;16503;14808;11337;6277;4257;2112;612;65;360688;0;0;0;0;0;0;574.0;12172.0;152278.0
Zonas Estadísticas;03;Este Metropolitano  ;;0;0;0;0;580.0;123510.0;852310.0;892.0;151120.0;1159876.0;780.0;204262.0;1012792.0;1.59;1648.09;41.77;46.63;29.25;16.23;6.61;1.85;15.33;26.30;37.47;53.37;-8.08;0;0;0;0;12675;32385;19710;2911;5.15;35296;91.75;8.25;28669;40063;39153;35815;35264;41094;48876;59875;63880;54978;47674;36120;41358;36231;29523;20816;11757;7870;3671;974;114;683775;0;0;0;0;0;0;448.0;33474.0;212014.0
Zonas Estadísticas;04;Sur Metropolitano   ;;0;0;0;0;2260.0;192840.0;1363590.0;3644.0;181120.0;1984884.0;3490.0;296930.0;1688708.0;1.16;1786.39;42.74;48.22;30.80;18.64;8.39;2.09;15.03;25.79;36.39;51.78;-8.15;0;0;0;0;26582;65587;39005;6114;5.33;71701;91.47;8.53;53278;79217;75490;69437;67417;75393;90545;116947;127502;107246;88531;70105;75297;69942;68221;55281;29610;18172;7748;1970;286;1347635;49;37;68;32953.70;1.14;3171.95;1112.0;55568.0;375302.0
Zonas Estadísticas;05;Oeste Metropolitano ;;0;0;0;0;1070.0;40240.0;1043480.0;1336.0;30736.0;901176.0;1316.0;47214.0;989850.0;1.85;1053.05;41.24;47.18;29.60;15.85;7.27;2.16;16.20;29.75;40.09;52.82;-6.93;0;0;0;0;5111;15364;10253;815;3.10;16179;94.96;5.04;21287;34812;37473;33439;28091;26005;29630;37023;46165;45868;40097;28698;31832;23882;21051;16842;9902;6659;3450;1046;144;523396;0;0;0;0;0;0;656.0;13848.0;275960.0
Zonas Estadísticas;06;Sierra Norte        ;;0;0;0;0;680.0;3040.0;33020.0;208.0;11684.0;93428.0;572.0;4370.0;55688.0;2.34;34.59;43.56;50.80;32.04;17.77;8.77;3.38;14.72;24.85;34.51;49.20;-1.88;0;0;0;0;770;2125;1355;121;4.83;2246;94.61;5.39;1793;2684;2482;2235;2139;2358;2909;3926;4554;4177;3705;2372;2938;2331;1855;1481;1027;888;498;165;24;46541;0;0;0;0;0;0;486.0;2144.0;16338.0
Zonas Estadísticas;07;Nordeste Comunidad  ;;0;0;0;0;460.0;12600.0;69630.0;300.0;22088.0;139932.0;448.0;20730.0;80884.0;2.35;177.92;39.80;44.39;24.63;11.87;5.14;1.66;16.94;29.24;39.78;55.61;-6.92;0;0;0;0;1120;3090;1970;271;4.77;3361;91.94;8.06;3007;4955;4722;3958;3431;4011;4834;6346;7376;6579;5159;4003;3849;2702;2051;1593;867;731;341;87;12;70614;30;16;53;27812.93;0.50;2920.21;294.0;4350.0;22532.0
Zonas Estadísticas;08;Sudeste Comunidad   ;;0;0;0;0;1630.0;19250.0;89600.0;4792.0;16756.0;122676.0;1866.0;30862.0;104698.0;2.28;79.83;41.61;46.11;28.66;15.45;7.20;2.63;15.92;26.74;37.50;53.89;-7.31;0;0;0;0;2405;6083;3678;535;5.71;6618;91.92;8.08;5068;6972;6793;5760;5595;6891;8497;10516;10831;9417;8231;6428;7088;5429;4146;3209;2092;1811;951;269;22;116016;97;144;166;79912.79;4.37;6352.67;1270.0;7124.0;34670.0
Zonas Estadísticas;09;Sudoeste Comunidad  ;;0;0;0;0;1110.0;24450.0;169380.0;1548.0;20056.0;199572.0;1070.0;31778.0;176978.0;2.36;259.91;39.17;42.40;23.71;12.50;5.71;2.13;19.16;30.76;40.34;57.60;-9.02;0;0;0;0;2645;6378;3733;640;4.49;7018;90.88;9.12;7792;11623;10269;7938;6891;8146;11407;15685;16395;12945;10065;10659;7525;5948;4710;3469;2157;1873;1105;324;37;156963;0;0;0;0;0;0;764.0;9452.0;50508.0
Zonas Estadísticas;10;Sierra Sur          ;;0;0;0;0;560.0;3860.0;24390.0;764.0;3808.0;36884.0;530.0;5052.0;37238.0;2.26;53.02;43.96;50.91;34.13;19.47;9.76;3.56;14.69;25.12;35.05;49.09;-7.99;0;0;0;0;918;2366;1448;215;6.58;2581;91.67;8.33;1581;2311;2123;1978;1876;2027;2530;2988;3399;3193;3179;1880;2584;2076;1738;1438;1000;779;475;126;19;39300;0;0;0;0;0;0;340.0;2028.0;11976.0
Zonas Estadísticas;11;Sierra Central      ;;0;0;0;0;620.0;12380.0;147900.0;392.0;8652.0;161452.0;648.0;14006.0;170938.0;1.48;234.62;42.32;49.86;30.54;15.72;7.44;2.45;14.99;27.54;37.19;50.14;-5.38;0;0;0;0;2502;7465;4963;497;4.27;7962;93.76;6.24;6658;11929;12620;10833;8953;9061;10271;13930;18193;17890;15510;9413;12165;8567;6906;5585;3730;2684;1443;402;56;186799;23;21;373;31673.17;0.50;30054.39;468.0;6832.0;68078.0
Zonas Estadísticas;99;Sin Zona asignada   ;;;;;;1260.0;4800.0;29210.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
